Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume,,No
New Clear Water Bay Road Eastbound,Fast Lane,11,East,Y,16/3/2025,68.80813953,2.808139535,346,,No
New Clear Water Bay Road Eastbound,Middle Lane,11,East,Y,16/3/2025,61.94680851,5.106382979,240,,No
New Clear Water Bay Road Eastbound,Slow Lane,11,East,Y,16/3/2025,67.52325581,3.063953488,239,,No
New Clear Water Bay Road Eastbound,Fast Lane,11,North West,Y,16/3/2025,52.9893617,2.521276596,109,,No
New Clear Water Bay Road Eastbound,Slow Lane,11,North West,Y,16/3/2025,50.30851064,4.531914894,201,,No
New Clear Water Bay Road Eastbound,Fast Lane,11,South East,Y,16/3/2025,71.5212766,4.712765957,279,,No
New Clear Water Bay Road Eastbound,Middle Lane,11,South East,Y,16/3/2025,72.9787234,4.414893617,245,,No
New Clear Water Bay Road Eastbound,Slow Lane,11,South East,Y,16/3/2025,62.30851064,4.70212766,63,,No
New Clear Water Bay Road Westbound,Fast Lane,11,South,Y,16/3/2025,59.89361702,7.553191489,318,,No
New Clear Water Bay Road Westbound,Fast Lane,11,North West,Y,16/3/2025,57.78723404,6.553191489,366,,No
New Clear Water Bay Road Westbound,Slow Lane,11,North West,Y,16/3/2025,54.9787234,7.914893617,334,,No
New Clear Water Bay Road Westbound,Fast Lane,11,West,Y,16/3/2025,70.53723404,6.186170213,679,,No
New Clear Water Bay Road Westbound,Slow Lane,11,West,Y,16/3/2025,55.20212766,6.244680851,287,,No
Prince Edward Road Northeastbound,Fast Lane,11,North East,Y,16/3/2025,77.43617021,5.579787234,777,,No
Prince Edward Road Northeastbound,Slow Lane,11,North East,Y,16/3/2025,72.7393617,5.675531915,678,,No
Prince Edward Road Northeastbound,Middle Lane,11,North East,Y,16/3/2025,81.12765957,5.425531915,326,,No
Prince Edward Road Southeastbound,Fast Lane,11,South West,Y,16/3/2025,80.24468085,9.787234043,655,,No
Prince Edward Road Southeastbound,Slow Lane,11,South West,Y,16/3/2025,82.27659574,3.744680851,257,,No
New Clear Water Bay Road Eastbound,Fast Lane,11,East,N,16/3/2025,74.4375,2,29,,No
New Clear Water Bay Road Eastbound,Slow Lane,11,East,N,16/3/2025,72.25,3.1875,33,,No
Kwun Tong Road Westbound,Fast Lane,12,North West,Y,16/3/2025,58.2254902,3.260784314,2385,,No
Kwun Tong Road Westbound,Middle Lane 1,12,North West,Y,16/3/2025,56.75980392,3.325980392,1666,,No
Kwun Tong Road Westbound,Middle Lane 2,12,North West,Y,16/3/2025,57.73529412,3.056372549,1490,,No
Kwun Tong Road Westbound,Slow Lane,12,North West,Y,16/3/2025,51.92156863,3.037254902,1046,,No
Kwun Tong Road Westbound,Fast Lane,12,North,Y,16/3/2025,68.56862745,5.392156863,780,,No
Kwun Tong Road Westbound,Middle Lane,12,North,Y,16/3/2025,70.53921569,3.215686275,502,,No
Kwun Tong Road Westbound,Slow Lane,12,North,Y,16/3/2025,54.73529412,3,126,,No
Kwun Tong Road Westbound,Middle Lane 3,12,North West,Y,16/3/2025,63.45098039,1.529411765,327,,No
Kwun Tong Road Westbound,Middle Lane 4,12,North West,Y,16/3/2025,63.45098039,4.794117647,805,,No
Kwun Tong Road Eastbound,Fast Lane,12,South East,Y,16/3/2025,60.79901961,6.071895425,3908,,No
Kwun Tong Road Eastbound,Middle Lane,12,South East,Y,16/3/2025,54.30065359,5.300653595,1394,,No
Kwun Tong Road Eastbound,Slow Lane,12,South East,Y,16/3/2025,51.54901961,5.068627451,2071,,No
Kwun Tong Road Eastbound,Middle Lane 1,12,South East,Y,16/3/2025,54.44771242,3.787581699,821,,No
Kwun Tong Road Eastbound,Middle Lane 2,12,South East,Y,16/3/2025,56.39542484,7.892156863,1720,,No
Kwun Tong Road Eastbound,Fast Lane,12,South,Y,16/3/2025,66.58,7.586666667,1420,,No
Kwun Tong Road Eastbound,Middle Lane,12,South,Y,16/3/2025,61.66666667,4.16,488,,No
Kwun Tong Road Eastbound,Slow Lane,12,South,Y,16/3/2025,49.81333333,3.58,184,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,12,East,Y,16/3/2025,65.63392857,3.732142857,267,,No
New Clear Water Bay Road Eastbound,Middle Lane,12,East,Y,16/3/2025,62.3,5.71,280,,No
New Clear Water Bay Road Eastbound,Slow Lane,12,East,Y,16/3/2025,63.20535714,2.857142857,100,,No
New Clear Water Bay Road Eastbound,Fast Lane,12,North West,Y,16/3/2025,53.33333333,3.950980392,155,,No
New Clear Water Bay Road Eastbound,Slow Lane,12,North West,Y,16/3/2025,49.32352941,5.18627451,257,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,12,South East,Y,16/3/2025,69.02941176,5.411764706,318,,No
New Clear Water Bay Road Eastbound,Middle Lane,12,South East,Y,16/3/2025,72.50980392,5.431372549,323,,No
New Clear Water Bay Road Eastbound,Slow Lane,12,South East,Y,16/3/2025,60.41176471,4.147058824,46,,No
New Clear Water Bay Road Eastbound,Fast Lane,12,East,N,16/3/2025,73.14444444,2.188888889,162,,No
New Clear Water Bay Road Eastbound,Slow Lane,12,East,N,16/3/2025,76.3,3.533333333,180,,No
New Clear Water Bay Road Westbound,Fast Lane,12,South,Y,16/3/2025,60.64705882,7.274509804,352,,No
New Clear Water Bay Road Westbound,Fast Lane,12,North West,Y,16/3/2025,58.6372549,7.245098039,454,,No
New Clear Water Bay Road Westbound,Slow Lane,12,North West,Y,16/3/2025,55.46078431,6.245098039,320,,No
New Clear Water Bay Road Westbound,Fast Lane,12,West,Y,16/3/2025,70.99019608,6.450980392,778,,No
New Clear Water Bay Road Westbound,Slow Lane,12,West,Y,16/3/2025,57.05882353,6.735294118,330,,No
Prince Edward Road Northeastbound,Fast Lane,12,North East,Y,16/3/2025,77.87745098,5.240196078,751,,No
Prince Edward Road Northeastbound,Slow Lane,12,North East,Y,16/3/2025,72.14705882,5.284313725,698,,No
Prince Edward Road Northeastbound,Middle Lane,12,North East,Y,16/3/2025,82.05882353,4.823529412,344,,No
Prince Edward Road Southeastbound,Fast Lane,12,South West,Y,16/3/2025,78.60784314,10.32352941,727,,No
Prince Edward Road Southeastbound,Slow Lane,12,South West,Y,16/3/2025,82.00980392,3.490196078,246,,No
Kwun Tong Road Eastbound,Fast Lane,12,South,N,16/3/2025,63.81481481,8.277777778,501,,No
Kwun Tong Road Eastbound,Middle Lane,12,South,N,16/3/2025,48.25925926,8.055555556,165,,Yes
Kwun Tong Road Eastbound,Slow Lane,12,South,N,16/3/2025,55.7962963,3.166666667,21,,No
Kwun Tong Road Westbound,Fast Lane,13,North West,Y,16/3/2025,58.05963303,3.483944954,2120,,No
Kwun Tong Road Westbound,Middle Lane 1,13,North West,Y,16/3/2025,56.42485549,3.427745665,1426,,No
Kwun Tong Road Westbound,Middle Lane 2,13,North West,Y,16/3/2025,57.92485549,3.138728324,1253,,No
Kwun Tong Road Westbound,Slow Lane,13,North West,Y,16/3/2025,51.58944954,3.22706422,859,,No
Kwun Tong Road Westbound,Fast Lane,13,North,Y,16/3/2025,68.11111111,5.544444444,737,,No
Kwun Tong Road Westbound,Middle Lane,13,North,Y,16/3/2025,70.04444444,3.155555556,432,,No
Kwun Tong Road Westbound,Slow Lane,13,North,Y,16/3/2025,54.24444444,2.833333333,101,,No
Kwun Tong Road Westbound,Middle Lane 3,13,North West,Y,16/3/2025,61.57777778,1.711111111,275,,No
Kwun Tong Road Westbound,Middle Lane 4,13,North West,Y,16/3/2025,61.6,5.166666667,749,,No
Kwun Tong Road Eastbound,Fast Lane,13,South East,Y,16/3/2025,58.57407407,6.596296296,3705,,No
Kwun Tong Road Eastbound,Middle Lane,13,South East,Y,16/3/2025,51.62222222,5.492592593,1215,,No
Kwun Tong Road Eastbound,Slow Lane,13,South East,Y,16/3/2025,50.01851852,5.709259259,1876,,No
Kwun Tong Road Eastbound,Middle Lane 1,13,South East,Y,16/3/2025,53.87777778,4.02962963,790,,No
Kwun Tong Road Eastbound,Middle Lane 2,13,South East,Y,16/3/2025,56.18888889,7.166666667,1564,,No
Kwun Tong Road Eastbound,Fast Lane,13,South,Y,16/3/2025,64.60833333,8.616666667,1259,,No
Kwun Tong Road Eastbound,Middle Lane,13,South,Y,16/3/2025,59.13333333,4.116666667,443,,No
Kwun Tong Road Eastbound,Slow Lane,13,South,Y,16/3/2025,47.275,3.566666667,142,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,13,East,Y,16/3/2025,69.56111111,3.666666667,458,,No
New Clear Water Bay Road Eastbound,Middle Lane,13,East,Y,16/3/2025,61.97777778,6.066666667,264,,No
New Clear Water Bay Road Eastbound,Slow Lane,13,East,Y,16/3/2025,69.18333333,3.794444444,306,,No
New Clear Water Bay Road Eastbound,Fast Lane,13,North West,Y,16/3/2025,50.84444444,4.111111111,152,,No
New Clear Water Bay Road Eastbound,Slow Lane,13,North West,Y,16/3/2025,47.63333333,6.155555556,268,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,13,South East,Y,16/3/2025,71.62222222,5.966666667,328,,No
New Clear Water Bay Road Eastbound,Middle Lane,13,South East,Y,16/3/2025,73.98888889,5.266666667,263,,No
New Clear Water Bay Road Eastbound,Slow Lane,13,South East,Y,16/3/2025,64.71111111,3.2,51,,No
New Clear Water Bay Road Westbound,Fast Lane,13,South,Y,16/3/2025,62.22222222,5.955555556,250,,No
New Clear Water Bay Road Westbound,Fast Lane,13,North West,Y,16/3/2025,56.13333333,8.022222222,382,,No
New Clear Water Bay Road Westbound,Slow Lane,13,North West,Y,16/3/2025,55.47777778,6.666666667,269,,No
New Clear Water Bay Road Westbound,Fast Lane,13,West,Y,16/3/2025,67.63888889,6.261111111,619,,No
New Clear Water Bay Road Westbound,Slow Lane,13,West,Y,16/3/2025,56.03333333,5.255555556,247,,No
Prince Edward Road Northeastbound,Fast Lane,13,North East,Y,16/3/2025,75.97777778,5.194444444,630,,No
Prince Edward Road Northeastbound,Slow Lane,13,North East,Y,16/3/2025,71.08888889,5.644444444,662,,No
Prince Edward Road Northeastbound,Middle Lane,13,North East,Y,16/3/2025,84.37777778,4.533333333,281,,No
Prince Edward Road Southeastbound,Fast Lane,13,South West,Y,16/3/2025,78.37777778,10.51111111,652,,No
Prince Edward Road Southeastbound,Slow Lane,13,South West,Y,16/3/2025,82.37777778,4.733333333,267,,No
Kwun Tong Road Eastbound,Fast Lane,13,South,N,16/3/2025,64.68333333,8.4,586,,No
Kwun Tong Road Eastbound,Middle Lane,13,South,N,16/3/2025,52.46666667,7.5,177,,No
Kwun Tong Road Eastbound,Slow Lane,13,South,N,16/3/2025,58.66666667,3.016666667,32,,No
Kwun Tong Road Westbound,Fast Lane,13,North West,N,16/3/2025,58.07142857,1.857142857,39,,No
Kwun Tong Road Westbound,Middle Lane 1,13,North West,N,16/3/2025,47.78571429,2.5,33,,Yes
Kwun Tong Road Westbound,Middle Lane 2,13,North West,N,16/3/2025,50,4.214285714,86,,Yes
Kwun Tong Road Westbound,Slow Lane,13,North West,N,16/3/2025,43.92857143,2.642857143,17,,Yes
Kwun Tong Road Westbound,Fast Lane,14,North West,Y,16/3/2025,57.45294118,3.774509804,2466,,No
Kwun Tong Road Westbound,Middle Lane 1,14,North West,Y,16/3/2025,54.65196078,3.671568627,1675,,No
Kwun Tong Road Westbound,Middle Lane 2,14,North West,Y,16/3/2025,56.72058824,3.223039216,1463,,No
Kwun Tong Road Westbound,Slow Lane,14,North West,Y,16/3/2025,50.26078431,2.711764706,1069,,No
Kwun Tong Road Westbound,Fast Lane,14,North,Y,16/3/2025,68.85294118,5.676470588,832,,No
Kwun Tong Road Westbound,Middle Lane,14,North,Y,16/3/2025,70.78431373,3.558823529,514,,No
Kwun Tong Road Westbound,Slow Lane,14,North,Y,16/3/2025,53.56862745,3.029411765,126,,No
Kwun Tong Road Westbound,Middle Lane 3,14,North West,Y,16/3/2025,60.54901961,1.745098039,373,,No
Kwun Tong Road Westbound,Middle Lane 4,14,North West,Y,16/3/2025,61.71568627,5.539215686,895,,No
Kwun Tong Road Eastbound,Fast Lane,14,South East,Y,16/3/2025,59.31372549,6.380718954,4248,,No
Kwun Tong Road Eastbound,Middle Lane,14,South East,Y,16/3/2025,51.69607843,5.114379085,1304,,No
Kwun Tong Road Eastbound,Slow Lane,14,South East,Y,16/3/2025,50.34803922,5.233660131,2114,,No
Kwun Tong Road Eastbound,Middle Lane 1,14,South East,Y,16/3/2025,53.88562092,4.284313725,960,,No
Kwun Tong Road Eastbound,Middle Lane 2,14,South East,Y,16/3/2025,55.54248366,7.604575163,1963,,No
Kwun Tong Road Eastbound,Fast Lane,14,South,Y,16/3/2025,63.5,8.803921569,2098,,No
Kwun Tong Road Eastbound,Middle Lane,14,South,Y,16/3/2025,57.28431373,5.93627451,736,,No
Kwun Tong Road Eastbound,Slow Lane,14,South,Y,16/3/2025,51.94607843,2.210784314,128,,No
New Clear Water Bay Road Eastbound,Fast Lane,14,East,Y,16/3/2025,69.11029412,4.375,376,,No
New Clear Water Bay Road Eastbound,Middle Lane,14,East,Y,16/3/2025,64.15686275,6.343137255,294,,No
New Clear Water Bay Road Eastbound,Slow Lane,14,East,Y,16/3/2025,66.19117647,3.036764706,165,,No
New Clear Water Bay Road Eastbound,Fast Lane,14,North West,Y,16/3/2025,49.29411765,4.882352941,204,,Yes
New Clear Water Bay Road Eastbound,Slow Lane,14,North West,Y,16/3/2025,49.43137255,6.117647059,282,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,14,South East,Y,16/3/2025,74.56862745,7.039215686,385,,No
New Clear Water Bay Road Eastbound,Middle Lane,14,South East,Y,16/3/2025,71.12745098,6.098039216,313,,No
New Clear Water Bay Road Eastbound,Slow Lane,14,South East,Y,16/3/2025,63.46078431,4.303921569,67,,No
New Clear Water Bay Road Westbound,Fast Lane,14,South,Y,16/3/2025,62.04901961,6.156862745,298,,No
New Clear Water Bay Road Westbound,Fast Lane,14,North West,Y,16/3/2025,56.78431373,6.460784314,378,,No
New Clear Water Bay Road Westbound,Slow Lane,14,North West,Y,16/3/2025,54.64705882,7.009803922,327,,No
New Clear Water Bay Road Westbound,Fast Lane,14,West,Y,16/3/2025,66.6372549,5.828431373,644,,No
New Clear Water Bay Road Westbound,Slow Lane,14,West,Y,16/3/2025,55.85294118,5.637254902,311,,No
Prince Edward Road Northeastbound,Fast Lane,14,North East,Y,16/3/2025,76.53,5.03,689,,No
Prince Edward Road Northeastbound,Slow Lane,14,North East,Y,16/3/2025,71.05,5.745,741,,No
Prince Edward Road Northeastbound,Middle Lane,14,North East,Y,16/3/2025,82.45098039,5.098039216,356,,No
Prince Edward Road Southeastbound,Fast Lane,14,South West,Y,16/3/2025,78.62745098,10.5,775,,No
Prince Edward Road Southeastbound,Slow Lane,14,South West,Y,16/3/2025,83.08823529,3.892156863,264,,No
New Clear Water Bay Road Eastbound,Fast Lane,14,East,N,16/3/2025,70.19117647,2.367647059,126,,No
New Clear Water Bay Road Eastbound,Slow Lane,14,East,N,16/3/2025,75.76470588,4.573529412,185,,No
Kwun Tong Road Westbound,Fast Lane,15,North West,Y,16/3/2025,57.61914894,3.887234043,2338,,No
Kwun Tong Road Westbound,Middle Lane 1,15,North West,Y,16/3/2025,55.47340426,3.808510638,1594,,No
Kwun Tong Road Westbound,Middle Lane 2,15,North West,Y,16/3/2025,57.69680851,3.231382979,1390,,No
Kwun Tong Road Westbound,Slow Lane,15,North West,Y,16/3/2025,50.92978723,3.006382979,947,,No
Kwun Tong Road Westbound,Fast Lane,15,North,Y,16/3/2025,66.5212766,6.308510638,779,,No
Kwun Tong Road Westbound,Middle Lane,15,North,Y,16/3/2025,69.36170213,3.70212766,475,,No
Kwun Tong Road Westbound,Slow Lane,15,North,Y,16/3/2025,51.87234043,3.638297872,141,,No
Kwun Tong Road Westbound,Middle Lane 3,15,North West,Y,16/3/2025,59.9893617,1.968085106,351,,No
Kwun Tong Road Westbound,Middle Lane 4,15,North West,Y,16/3/2025,61.10638298,5.617021277,883,,No
Kwun Tong Road Eastbound,Fast Lane,15,South East,Y,16/3/2025,59.65602837,6.434397163,4067,,No
Kwun Tong Road Eastbound,Middle Lane,15,South East,Y,16/3/2025,52.72695035,5.308510638,1262,,No
Kwun Tong Road Eastbound,Slow Lane,15,South East,Y,16/3/2025,50.35283688,5.322695035,1979,,No
Kwun Tong Road Eastbound,Middle Lane 1,15,South East,Y,16/3/2025,54.0177305,4.290780142,879,,No
Kwun Tong Road Eastbound,Middle Lane 2,15,South East,Y,16/3/2025,54.59219858,8.117021277,1760,,No
Kwun Tong Road Eastbound,Fast Lane,15,South,Y,16/3/2025,64.25531915,8.845744681,2005,,No
Kwun Tong Road Eastbound,Middle Lane,15,South,Y,16/3/2025,55.68085106,6.468085106,684,,No
Kwun Tong Road Eastbound,Slow Lane,15,South,Y,16/3/2025,45.78191489,3.994680851,179,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,15,East,Y,16/3/2025,67.15957447,4.138297872,545,,No
New Clear Water Bay Road Eastbound,Middle Lane,15,East,Y,16/3/2025,63.25531915,6.372340426,287,,No
New Clear Water Bay Road Eastbound,Slow Lane,15,East,Y,16/3/2025,69.37765957,3.877659574,347,,No
New Clear Water Bay Road Eastbound,Fast Lane,15,North West,Y,16/3/2025,50.04255319,4.20212766,174,,No
New Clear Water Bay Road Eastbound,Slow Lane,15,North West,Y,16/3/2025,47.94680851,6.829787234,279,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,15,South East,Y,16/3/2025,70.39361702,6.765957447,357,,No
New Clear Water Bay Road Eastbound,Middle Lane,15,South East,Y,16/3/2025,71.40425532,5.308510638,286,,No
New Clear Water Bay Road Eastbound,Slow Lane,15,South East,Y,16/3/2025,60.19148936,7.638297872,55,,No
New Clear Water Bay Road Westbound,Fast Lane,15,South,Y,16/3/2025,59.38297872,7.574468085,329,,No
New Clear Water Bay Road Westbound,Fast Lane,15,North West,Y,16/3/2025,56.22340426,7.468085106,393,,No
New Clear Water Bay Road Westbound,Slow Lane,15,North West,Y,16/3/2025,56.32978723,7.159574468,317,,No
New Clear Water Bay Road Westbound,Fast Lane,15,West,Y,16/3/2025,70.50531915,6.484042553,670,,No
New Clear Water Bay Road Westbound,Slow Lane,15,West,Y,16/3/2025,54.84042553,6.446808511,321,,No
Prince Edward Road Northeastbound,Fast Lane,15,North East,Y,16/3/2025,76.23783784,5.789189189,809,,No
Prince Edward Road Northeastbound,Slow Lane,15,North East,Y,16/3/2025,73.18378378,5.87027027,742,,No
Prince Edward Road Northeastbound,Middle Lane,15,North East,Y,16/3/2025,85.11702128,4.968085106,338,,No
Prince Edward Road Southeastbound,Fast Lane,15,South West,Y,16/3/2025,78.64893617,9.85106383,677,,No
Prince Edward Road Southeastbound,Slow Lane,15,South West,Y,16/3/2025,83.0106383,4.35106383,315,,No
Kwun Tong Road Westbound,Fast Lane,16,North West,Y,16/3/2025,56.908,3.934,2518,,No
Kwun Tong Road Westbound,Middle Lane 1,16,North West,Y,16/3/2025,55.21,3.97,1677,,No
Kwun Tong Road Westbound,Middle Lane 2,16,North West,Y,16/3/2025,57.0275,3.44,1409,,No
Kwun Tong Road Westbound,Slow Lane,16,North West,Y,16/3/2025,51.758,3.158,1028,,No
Kwun Tong Road Westbound,Fast Lane,16,North,Y,16/3/2025,66.89,6.58,763,,No
Kwun Tong Road Westbound,Middle Lane,16,North,Y,16/3/2025,68.93,3.61,457,,No
Kwun Tong Road Westbound,Slow Lane,16,North,Y,16/3/2025,55.29,3.11,116,,No
Kwun Tong Road Westbound,Middle Lane 3,16,North West,Y,16/3/2025,60.45,2.47,441,,No
Kwun Tong Road Westbound,Middle Lane 4,16,North West,Y,16/3/2025,61.28,4.96,896,,No
Kwun Tong Road Eastbound,Fast Lane,16,South East,Y,16/3/2025,58.87666667,6.711666667,4297,,No
Kwun Tong Road Eastbound,Middle Lane,16,South East,Y,16/3/2025,52.66333333,5.413333333,1327,,No
Kwun Tong Road Eastbound,Slow Lane,16,South East,Y,16/3/2025,49.695,5.983333333,2290,,Yes
Kwun Tong Road Eastbound,Middle Lane 1,16,South East,Y,16/3/2025,53.3,4.616666667,966,,No
Kwun Tong Road Eastbound,Middle Lane 2,16,South East,Y,16/3/2025,54.80666667,7.566666667,1839,,No
Kwun Tong Road Eastbound,Fast Lane,16,South,Y,16/3/2025,63.225,8.39,2012,,No
Kwun Tong Road Eastbound,Middle Lane,16,South,Y,16/3/2025,51.23,7.23,704,,No
Kwun Tong Road Eastbound,Slow Lane,16,South,Y,16/3/2025,44.975,5.575,222,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,16,East,Y,16/3/2025,70.70744681,3.909574468,541,,No
New Clear Water Bay Road Eastbound,Middle Lane,16,East,Y,16/3/2025,58.22727273,6.306818182,266,,No
New Clear Water Bay Road Eastbound,Slow Lane,16,East,Y,16/3/2025,66.24468085,3.845744681,377,,No
New Clear Water Bay Road Eastbound,Fast Lane,16,North West,Y,16/3/2025,52.74,3.21,149,,No
New Clear Water Bay Road Eastbound,Slow Lane,16,North West,Y,16/3/2025,47.21,7.12,329,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,16,South East,Y,16/3/2025,68.13,7.24,372,,No
New Clear Water Bay Road Eastbound,Middle Lane,16,South East,Y,16/3/2025,66.29,7.14,315,,No
New Clear Water Bay Road Eastbound,Slow Lane,16,South East,Y,16/3/2025,64.6,6.42,73,,No
New Clear Water Bay Road Westbound,Fast Lane,16,South,Y,16/3/2025,62.41,8.95,434,,No
New Clear Water Bay Road Westbound,Fast Lane,16,North West,Y,16/3/2025,55.99,7.7,377,,No
New Clear Water Bay Road Westbound,Slow Lane,16,North West,Y,16/3/2025,52.88,7.18,321,,No
New Clear Water Bay Road Westbound,Fast Lane,16,West,Y,16/3/2025,66.72,8.395,884,,No
New Clear Water Bay Road Westbound,Slow Lane,16,West,Y,16/3/2025,53.66,7.21,329,,No
Prince Edward Road Northeastbound,Fast Lane,16,North East,Y,16/3/2025,75.81,4.97,817,,No
Prince Edward Road Northeastbound,Slow Lane,16,North East,Y,16/3/2025,73.42,5.165,729,,No
Prince Edward Road Northeastbound,Middle Lane,16,North East,Y,16/3/2025,85.42,3.9,288,,No
Prince Edward Road Southeastbound,Fast Lane,16,South West,Y,16/3/2025,80.17,10.01,753,,No
Prince Edward Road Southeastbound,Slow Lane,16,South West,Y,16/3/2025,84.54,3.23,290,,No
New Clear Water Bay Road Eastbound,Fast Lane,16,East,N,16/3/2025,66.91666667,6.333333333,50,,No
New Clear Water Bay Road Eastbound,Middle Lane,16,East,N,16/3/2025,57.25,8,46,,No
New Clear Water Bay Road Eastbound,Slow Lane,16,East,N,16/3/2025,57.41666667,3.416666667,4,,No
Kwun Tong Road Westbound,Fast Lane,17,North West,Y,16/3/2025,57.25510204,4.044897959,2556,,No
Kwun Tong Road Westbound,Middle Lane 1,17,North West,Y,16/3/2025,53.91581633,4.165816327,1695,,No
Kwun Tong Road Westbound,Middle Lane 2,17,North West,Y,16/3/2025,57.00510204,3.211734694,1372,,No
Kwun Tong Road Westbound,Slow Lane,17,North West,Y,16/3/2025,51.44897959,3.293877551,1008,,No
Kwun Tong Road Westbound,Fast Lane,17,North,Y,16/3/2025,66.55102041,6.520408163,800,,No
Kwun Tong Road Westbound,Middle Lane,17,North,Y,16/3/2025,69.71428571,3.551020408,511,,No
Kwun Tong Road Westbound,Slow Lane,17,North,Y,16/3/2025,51.53061224,3.775510204,151,,No
Kwun Tong Road Westbound,Middle Lane 3,17,North West,Y,16/3/2025,59.15306122,2.663265306,456,,No
Kwun Tong Road Westbound,Middle Lane 4,17,North West,Y,16/3/2025,61.78571429,5.173469388,912,,No
Kwun Tong Road Eastbound,Fast Lane,17,South East,Y,16/3/2025,57.58503401,7.472789116,4426,,No
Kwun Tong Road Eastbound,Middle Lane,17,South East,Y,16/3/2025,51.23809524,5.56122449,1307,,No
Kwun Tong Road Eastbound,Slow Lane,17,South East,Y,16/3/2025,48.94727891,5.763605442,2222,,Yes
Kwun Tong Road Eastbound,Middle Lane 1,17,South East,Y,16/3/2025,52.24829932,4.615646259,977,,No
Kwun Tong Road Eastbound,Middle Lane 2,17,South East,Y,16/3/2025,53.78911565,8.200680272,1835,,No
Kwun Tong Road Eastbound,Fast Lane,17,South,Y,16/3/2025,62.55102041,8.841836735,2067,,No
Kwun Tong Road Eastbound,Middle Lane,17,South,Y,16/3/2025,56.23979592,5.489795918,723,,No
Kwun Tong Road Eastbound,Slow Lane,17,South,Y,16/3/2025,46.20408163,3.775510204,198,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,17,East,Y,16/3/2025,70.21428571,4.040816327,571,,No
New Clear Water Bay Road Eastbound,Middle Lane,17,East,Y,16/3/2025,60.35714286,6.969387755,355,,No
New Clear Water Bay Road Eastbound,Slow Lane,17,East,Y,16/3/2025,69.1122449,3.653061224,352,,No
New Clear Water Bay Road Eastbound,Fast Lane,17,North West,Y,16/3/2025,49.52040816,3.948979592,167,,Yes
New Clear Water Bay Road Eastbound,Slow Lane,17,North West,Y,16/3/2025,47.75510204,6.785714286,311,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,17,South East,Y,16/3/2025,72.52040816,6.632653061,362,,No
New Clear Water Bay Road Eastbound,Middle Lane,17,South East,Y,16/3/2025,71.75510204,6.469387755,347,,No
New Clear Water Bay Road Eastbound,Slow Lane,17,South East,Y,16/3/2025,59.13265306,5.244897959,70,,No
New Clear Water Bay Road Westbound,Fast Lane,17,South,Y,16/3/2025,62.30612245,7.43877551,386,,No
New Clear Water Bay Road Westbound,Fast Lane,17,North West,Y,16/3/2025,55.51020408,8.183673469,424,,No
New Clear Water Bay Road Westbound,Slow Lane,17,North West,Y,16/3/2025,53.70408163,8.214285714,342,,No
New Clear Water Bay Road Westbound,Fast Lane,17,West,Y,16/3/2025,67.82142857,6.658163265,763,,No
New Clear Water Bay Road Westbound,Slow Lane,17,West,Y,16/3/2025,55.48979592,7.734693878,380,,No
Prince Edward Road Northeastbound,Fast Lane,17,North East,Y,16/3/2025,75.8622449,5.066326531,785,,No
Prince Edward Road Northeastbound,Slow Lane,17,North East,Y,16/3/2025,73.8877551,4.903061224,683,,No
Prince Edward Road Northeastbound,Middle Lane,17,North East,Y,16/3/2025,80.79591837,4.5,315,,No
Prince Edward Road Southeastbound,Fast Lane,17,South West,Y,16/3/2025,78.56122449,10.17346939,732,,No
Prince Edward Road Southeastbound,Slow Lane,17,South West,Y,16/3/2025,81.85714286,3.887755102,291,,No
Kwun Tong Road Westbound,Fast Lane,18,North West,Y,16/3/2025,56.22307692,3.569230769,2397,,No
Kwun Tong Road Westbound,Middle Lane 1,18,North West,Y,16/3/2025,52.66586538,4.444711538,1863,,No
Kwun Tong Road Westbound,Middle Lane 2,18,North West,Y,16/3/2025,54.76923077,3.473557692,1654,,No
Kwun Tong Road Westbound,Slow Lane,18,North West,Y,16/3/2025,49.45769231,3.744230769,1187,,Yes
Kwun Tong Road Westbound,Fast Lane,18,North,Y,16/3/2025,67.64423077,6.365384615,773,,No
Kwun Tong Road Westbound,Middle Lane,18,North,Y,16/3/2025,68.40384615,3.923076923,512,,No
Kwun Tong Road Westbound,Slow Lane,18,North,Y,16/3/2025,54.84615385,3.211538462,130,,No
Kwun Tong Road Westbound,Middle Lane 3,18,North West,Y,16/3/2025,60.80769231,2.038461538,400,,No
Kwun Tong Road Westbound,Middle Lane 4,18,North West,Y,16/3/2025,61.47115385,4.894230769,910,,No
Kwun Tong Road Eastbound,Fast Lane,18,South East,Y,16/3/2025,54.44871795,7.740384615,4460,,No
Kwun Tong Road Eastbound,Middle Lane,18,South East,Y,16/3/2025,48.99679487,6.298076923,1319,,Yes
