Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume
New Clear Water Bay Road Eastbound,Slow Lane,22,South East,Y,2025-03-16,62.43181818181818,2.522727272727273,33
New Clear Water Bay Road Westbound,Fast Lane,22,South,Y,2025-03-16,61.27272727272727,4.125,185
New Clear Water Bay Road Westbound,Fast Lane,22,North West,Y,2025-03-16,57.36363636363637,3.875,207
New Clear Water Bay Road Westbound,Slow Lane,22,North West,Y,2025-03-16,55.19318181818182,4.840909090909091,228
New Clear Water Bay Road Westbound,Fast Lane,22,West,Y,2025-03-16,69.97727272727273,2.977272727272727,320
New Clear Water Bay Road Westbound,Slow Lane,22,West,Y,2025-03-16,59.61363636363637,2.7954545454545454,154
Prince Edward Road Northeastbound,Fast Lane,22,North East,Y,2025-03-16,75.55113636363636,3.5681818181818183,506
Prince Edward Road Northeastbound,Slow Lane,22,North East,Y,2025-03-16,72.82954545454545,4.090909090909091,506
Prince Edward Road Northeastbound,Middle Lane,22,North East,Y,2025-03-16,79.27272727272727,3.272727272727273,220
Prince Edward Road Southeastbound,Fast Lane,22,South West,Y,2025-03-16,79.25,6.045454545454546,424
Prince Edward Road Southeastbound,Slow Lane,22,South West,Y,2025-03-16,80.11363636363636,1.9545454545454546,151
Kwun Tong Road Westbound,Fast Lane,23,North West,Y,2025-03-16,59.45609756097561,1.9658536585365853,1036
Kwun Tong Road Westbound,Middle Lane 1,23,North West,Y,2025-03-16,56.03963414634146,2.8658536585365852,1061
Kwun Tong Road Westbound,Middle Lane 2,23,North West,Y,2025-03-16,56.923780487804876,1.798780487804878,759
Kwun Tong Road Westbound,Slow Lane,23,North West,Y,2025-03-16,52.84390243902439,2.234146341463415,641
Kwun Tong Road Westbound,Fast Lane,23,North,Y,2025-03-16,73.3780487804878,2.475609756097561,302
Kwun Tong Road Westbound,Middle Lane,23,North,Y,2025-03-16,69.86585365853658,1.4634146341463414,207
Kwun Tong Road Westbound,Slow Lane,23,North,Y,2025-03-16,56.80487804878049,2.0609756097560976,80
Kwun Tong Road Westbound,Middle Lane 3,23,North West,Y,2025-03-16,68.6219512195122,1.0853658536585367,164
Kwun Tong Road Westbound,Middle Lane 4,23,North West,Y,2025-03-16,68.42682926829268,2.8658536585365852,471
Kwun Tong Road Eastbound,Fast Lane,23,South East,Y,2025-03-16,64.21341463414635,3.717479674796748,1923
Kwun Tong Road Eastbound,Middle Lane,23,South East,Y,2025-03-16,56.26829268292683,3.4715447154471546,670
Kwun Tong Road Eastbound,Slow Lane,23,South East,Y,2025-03-16,54.61788617886179,2.9959349593495936,1188
Kwun Tong Road Eastbound,Middle Lane 1,23,South East,Y,2025-03-16,56.63821138211382,2.5528455284552845,481
Kwun Tong Road Eastbound,Middle Lane 2,23,South East,Y,2025-03-16,60.15040650406504,5.341463414634147,1166
Kwun Tong Road Eastbound,Fast Lane,23,South,Y,2025-03-16,69.0,5.237804878048781,1197
Kwun Tong Road Eastbound,Middle Lane,23,South,Y,2025-03-16,60.22560975609756,2.4878048780487805,355
Kwun Tong Road Eastbound,Slow Lane,23,South,Y,2025-03-16,56.329268292682926,1.3902439024390243,111
New Clear Water Bay Road Eastbound,Fast Lane,23,East,Y,2025-03-16,70.46376811594203,1.6231884057971016,180
New Clear Water Bay Road Eastbound,Middle Lane,23,East,Y,2025-03-16,64.60975609756098,3.682926829268293,204
New Clear Water Bay Road Eastbound,Slow Lane,23,East,Y,2025-03-16,67.8695652173913,1.5434782608695652,109
New Clear Water Bay Road Eastbound,Fast Lane,23,North West,Y,2025-03-16,55.80487804878049,1.7195121951219512,68
New Clear Water Bay Road Eastbound,Slow Lane,23,North West,Y,2025-03-16,50.97560975609756,2.682926829268293,108
New Clear Water Bay Road Eastbound,Fast Lane,23,South East,Y,2025-03-16,75.2439024390244,3.024390243902439,168
New Clear Water Bay Road Eastbound,Middle Lane,23,South East,Y,2025-03-16,72.5609756097561,3.1951219512195124,195
New Clear Water Bay Road Eastbound,Slow Lane,23,South East,Y,2025-03-16,66.85365853658537,1.8048780487804879,23
New Clear Water Bay Road Eastbound,Fast Lane,23,East,N,2025-03-16,69.92307692307692,2.5,40
New Clear Water Bay Road Eastbound,Slow Lane,23,East,N,2025-03-16,73.5,1.9615384615384615,32
New Clear Water Bay Road Westbound,Fast Lane,23,South,Y,2025-03-16,59.03658536585366,2.4634146341463414,105
New Clear Water Bay Road Westbound,Fast Lane,23,North West,Y,2025-03-16,57.08641975308642,2.5555555555555554,127
New Clear Water Bay Road Westbound,Slow Lane,23,North West,Y,2025-03-16,57.39506172839506,3.2222222222222223,146
New Clear Water Bay Road Westbound,Fast Lane,23,West,Y,2025-03-16,70.16463414634147,1.9817073170731707,209
New Clear Water Bay Road Westbound,Slow Lane,23,West,Y,2025-03-16,59.426829268292686,2.207317073170732,113
Prince Edward Road Northeastbound,Fast Lane,23,North East,Y,2025-03-16,77.46951219512195,2.5121951219512195,360
Prince Edward Road Northeastbound,Slow Lane,23,North East,Y,2025-03-16,71.98780487804878,3.542682926829268,434
Prince Edward Road Northeastbound,Middle Lane,23,North East,Y,2025-03-16,85.09756097560975,3.1463414634146343,206
Prince Edward Road Southeastbound,Fast Lane,23,South West,Y,2025-03-16,82.6829268292683,4.585365853658536,308
Prince Edward Road Southeastbound,Slow Lane,23,South West,Y,2025-03-16,79.65853658536585,1.6585365853658536,127
Kwun Tong Road Westbound,Fast Lane,00,North West,Y,2025-03-17,59.14545454545455,1.290909090909091,800
Kwun Tong Road Westbound,Middle Lane 1,00,North West,Y,2025-03-17,55.71022727272727,2.022727272727273,892
Kwun Tong Road Westbound,Middle Lane 2,00,North West,Y,2025-03-17,57.38636363636363,1.3664772727272727,608
Kwun Tong Road Westbound,Slow Lane,00,North West,Y,2025-03-17,56.43409090909091,1.3045454545454545,520
Kwun Tong Road Westbound,Fast Lane,00,North,Y,2025-03-17,73.92045454545455,2.2613636363636362,257
Kwun Tong Road Westbound,Middle Lane,00,North,Y,2025-03-17,69.04545454545455,1.6590909090909092,226
Kwun Tong Road Westbound,Slow Lane,00,North,Y,2025-03-17,63.94318181818182,0.9204545454545454,54
Kwun Tong Road Westbound,Middle Lane 3,00,North West,Y,2025-03-17,70.73863636363636,0.5909090909090909,136
Kwun Tong Road Westbound,Middle Lane 4,00,North West,Y,2025-03-17,69.5,2.3068181818181817,407
Kwun Tong Road Eastbound,Fast Lane,00,South East,Y,2025-03-17,64.39962121212122,2.5984848484848486,1497
Kwun Tong Road Eastbound,Middle Lane,00,South East,Y,2025-03-17,57.49242424242424,2.647727272727273,527
Kwun Tong Road Eastbound,Slow Lane,00,South East,Y,2025-03-17,57.009469696969695,2.1268939393939394,955
Kwun Tong Road Eastbound,Middle Lane 1,00,South East,Y,2025-03-17,57.92424242424242,1.7840909090909092,400
Kwun Tong Road Eastbound,Middle Lane 2,00,South East,Y,2025-03-17,63.07575757575758,4.234848484848484,988
Kwun Tong Road Eastbound,Fast Lane,00,South,Y,2025-03-17,72.30681818181819,3.460227272727273,940
Kwun Tong Road Eastbound,Middle Lane,00,South,Y,2025-03-17,62.92045454545455,2.102272727272727,339
Kwun Tong Road Eastbound,Slow Lane,00,South,Y,2025-03-17,58.01136363636363,0.8806818181818182,85
New Clear Water Bay Road Eastbound,Fast Lane,00,East,Y,2025-03-17,70.77272727272727,0.9545454545454546,124
New Clear Water Bay Road Eastbound,Middle Lane,00,East,Y,2025-03-17,65.77272727272727,2.715909090909091,171
New Clear Water Bay Road Eastbound,Slow Lane,00,East,Y,2025-03-17,71.48863636363636,1.0852272727272727,107
New Clear Water Bay Road Eastbound,Fast Lane,00,North West,Y,2025-03-17,63.93181818181818,0.8068181818181818,32
New Clear Water Bay Road Eastbound,Slow Lane,00,North West,Y,2025-03-17,57.59090909090909,1.3977272727272727,68
New Clear Water Bay Road Eastbound,Fast Lane,00,South East,Y,2025-03-17,75.25,1.7386363636363635,101
New Clear Water Bay Road Eastbound,Middle Lane,00,South East,Y,2025-03-17,74.70454545454545,2.1818181818181817,159
New Clear Water Bay Road Eastbound,Slow Lane,00,South East,Y,2025-03-17,69.39772727272727,2.3636363636363638,26
New Clear Water Bay Road Westbound,Fast Lane,00,South,Y,2025-03-17,58.70454545454545,1.6363636363636365,70
New Clear Water Bay Road Westbound,Fast Lane,00,North West,Y,2025-03-17,55.35227272727273,1.5454545454545454,83
New Clear Water Bay Road Westbound,Slow Lane,00,North West,Y,2025-03-17,57.04545454545455,2.6818181818181817,139
New Clear Water Bay Road Westbound,Fast Lane,00,West,Y,2025-03-17,72.01704545454545,0.8920454545454546,106
New Clear Water Bay Road Westbound,Slow Lane,00,West,Y,2025-03-17,64.38636363636364,1.0113636363636365,62
Prince Edward Road Northeastbound,Fast Lane,00,North East,Y,2025-03-17,77.3125,1.5625,270
Prince Edward Road Northeastbound,Slow Lane,00,North East,Y,2025-03-17,73.32954545454545,2.409090909090909,332
Prince Edward Road Northeastbound,Middle Lane,00,North East,Y,2025-03-17,84.0909090909091,2.352272727272727,182
Prince Edward Road Southeastbound,Fast Lane,00,South West,Y,2025-03-17,84.18181818181819,3.227272727272727,257
Prince Edward Road Southeastbound,Slow Lane,00,South West,Y,2025-03-17,77.97727272727273,0.9545454545454546,87
Kwun Tong Road Westbound,Fast Lane,01,North West,Y,2025-03-17,59.27045454545455,0.7954545454545454,462
Kwun Tong Road Westbound,Middle Lane 1,01,North West,Y,2025-03-17,57.46590909090909,0.875,550
Kwun Tong Road Westbound,Middle Lane 2,01,North West,Y,2025-03-17,59.13068181818182,0.7414772727272727,390
Kwun Tong Road Westbound,Slow Lane,01,North West,Y,2025-03-17,59.138636363636365,0.5204545454545455,308
Kwun Tong Road Westbound,Fast Lane,01,North,Y,2025-03-17,76.27272727272727,1.1818181818181819,167
Kwun Tong Road Westbound,Middle Lane,01,North,Y,2025-03-17,70.18181818181819,0.8636363636363636,146
Kwun Tong Road Westbound,Slow Lane,01,North,Y,2025-03-17,67.80681818181819,0.14772727272727273,19
Kwun Tong Road Westbound,Middle Lane 3,01,North West,Y,2025-03-17,70.97727272727273,0.4318181818181818,113
Kwun Tong Road Westbound,Middle Lane 4,01,North West,Y,2025-03-17,72.17045454545455,1.4431818181818181,261
Kwun Tong Road Eastbound,Fast Lane,01,South East,Y,2025-03-17,65.88825757575758,1.446969696969697,999
Kwun Tong Road Eastbound,Middle Lane,01,South East,Y,2025-03-17,59.95075757575758,1.496212121212121,406
Kwun Tong Road Eastbound,Slow Lane,01,South East,Y,2025-03-17,58.878787878787875,1.1174242424242424,688
Kwun Tong Road Eastbound,Middle Lane 1,01,South East,Y,2025-03-17,59.378787878787875,0.8636363636363636,294
Kwun Tong Road Eastbound,Middle Lane 2,01,South East,Y,2025-03-17,65.30681818181819,2.757575757575758,731
Kwun Tong Road Eastbound,Fast Lane,01,South,Y,2025-03-17,73.07386363636364,2.4545454545454546,672
Kwun Tong Road Eastbound,Middle Lane,01,South,Y,2025-03-17,68.13636363636364,0.7954545454545454,260
Kwun Tong Road Eastbound,Slow Lane,01,South,Y,2025-03-17,61.59090909090909,0.23295454545454544,50
New Clear Water Bay Road Eastbound,Fast Lane,01,East,Y,2025-03-17,70.09770114942529,0.3563218390804598,61
New Clear Water Bay Road Eastbound,Middle Lane,01,East,Y,2025-03-17,65.39772727272727,2.034090909090909,130
New Clear Water Bay Road Eastbound,Slow Lane,01,East,Y,2025-03-17,71.05747126436782,0.6436781609195402,50
New Clear Water Bay Road Eastbound,Fast Lane,01,North West,Y,2025-03-17,65.48837209302326,0.36046511627906974,17
New Clear Water Bay Road Eastbound,Slow Lane,01,North West,Y,2025-03-17,63.174418604651166,0.7790697674418605,31
New Clear Water Bay Road Eastbound,Fast Lane,01,South East,Y,2025-03-17,71.32954545454545,0.7613636363636364,51
New Clear Water Bay Road Eastbound,Middle Lane,01,South East,Y,2025-03-17,74.01136363636364,1.8068181818181819,136
New Clear Water Bay Road Eastbound,Slow Lane,01,South East,Y,2025-03-17,68.92045454545455,0.3181818181818182,12
New Clear Water Bay Road Westbound,Fast Lane,01,South,Y,2025-03-17,56.63636363636363,0.6477272727272727,40
New Clear Water Bay Road Westbound,Fast Lane,01,North West,Y,2025-03-17,53.51136363636363,0.7613636363636364,44
New Clear Water Bay Road Westbound,Slow Lane,01,North West,Y,2025-03-17,54.76136363636363,1.1136363636363635,76
New Clear Water Bay Road Westbound,Fast Lane,01,West,Y,2025-03-17,71.75,0.4943181818181818,74
New Clear Water Bay Road Westbound,Slow Lane,01,West,Y,2025-03-17,66.5909090909091,0.5568181818181818,39
Prince Edward Road Northeastbound,Fast Lane,01,North East,Y,2025-03-17,78.32954545454545,2.5795454545454546,408
Prince Edward Road Northeastbound,Slow Lane,01,North East,Y,2025-03-17,73.63068181818181,2.6931818181818183,342
Prince Edward Road Northeastbound,Middle Lane,01,North East,Y,2025-03-17,84.44318181818181,2.6136363636363638,188
Prince Edward Road Southeastbound,Fast Lane,01,South West,Y,2025-03-17,84.22727272727273,2.625,209
Prince Edward Road Southeastbound,Slow Lane,01,South West,Y,2025-03-17,75.48863636363636,0.7159090909090909,60
New Clear Water Bay Road Eastbound,Fast Lane,01,East,N,2025-03-17,74.5,1.5,1
New Clear Water Bay Road Eastbound,Slow Lane,01,East,N,2025-03-17,82.0,0.5,1
Kwun Tong Road Westbound,Fast Lane,02,North West,Y,2025-03-17,59.29424307036248,0.5159914712153518,322
Kwun Tong Road Westbound,Middle Lane 1,02,North West,Y,2025-03-17,59.35733333333334,0.8026666666666666,530
Kwun Tong Road Westbound,Middle Lane 2,02,North West,Y,2025-03-17,60.10933333333333,0.5146666666666667,304
Kwun Tong Road Westbound,Slow Lane,02,North West,Y,2025-03-17,58.32835820895522,0.48187633262260127,298
Kwun Tong Road Westbound,Fast Lane,02,North,Y,2025-03-17,75.87234042553192,0.6914893617021277,121
Kwun Tong Road Westbound,Middle Lane,02,North,Y,2025-03-17,70.85106382978724,0.6276595744680851,105
Kwun Tong Road Westbound,Slow Lane,02,North,Y,2025-03-17,69.14893617021276,0.07446808510638298,19
Kwun Tong Road Westbound,Middle Lane 3,02,North West,Y,2025-03-17,71.3936170212766,0.2553191489361702,78
Kwun Tong Road Westbound,Middle Lane 4,02,North West,Y,2025-03-17,75.12765957446808,0.8723404255319149,239
Kwun Tong Road Eastbound,Fast Lane,02,South East,Y,2025-03-17,64.93617021276596,1.072695035460993,810
Kwun Tong Road Eastbound,Middle Lane,02,South East,Y,2025-03-17,60.46808510638298,1.0283687943262412,325
Kwun Tong Road Eastbound,Slow Lane,02,South East,Y,2025-03-17,59.79964539007092,0.7358156028368794,526
Kwun Tong Road Eastbound,Middle Lane 1,02,South East,Y,2025-03-17,61.56028368794326,0.5425531914893617,248
Kwun Tong Road Eastbound,Middle Lane 2,02,South East,Y,2025-03-17,66.12765957446808,1.9893617021276595,654
Kwun Tong Road Eastbound,Fast Lane,02,South,Y,2025-03-17,73.43085106382979,1.9095744680851063,612
Kwun Tong Road Eastbound,Middle Lane,02,South,Y,2025-03-17,70.62234042553192,0.39893617021276595,215
Kwun Tong Road Eastbound,Slow Lane,02,South,Y,2025-03-17,60.340425531914896,0.2127659574468085,38
New Clear Water Bay Road Eastbound,Fast Lane,02,East,Y,2025-03-17,71.77127659574468,0.17553191489361702,34
New Clear Water Bay Road Eastbound,Middle Lane,02,East,Y,2025-03-17,67.74468085106383,1.1170212765957446,87
New Clear Water Bay Road Eastbound,Slow Lane,02,East,Y,2025-03-17,70.06382978723404,0.24468085106382978,29
New Clear Water Bay Road Eastbound,Fast Lane,02,North West,Y,2025-03-17,66.6063829787234,0.24468085106382978,12
New Clear Water Bay Road Eastbound,Slow Lane,02,North West,Y,2025-03-17,66.01063829787235,0.30851063829787234,16
New Clear Water Bay Road Eastbound,Fast Lane,02,South East,Y,2025-03-17,72.31914893617021,0.3723404255319149,27
New Clear Water Bay Road Eastbound,Middle Lane,02,South East,Y,2025-03-17,74.11702127659575,0.9148936170212766,81
New Clear Water Bay Road Eastbound,Slow Lane,02,South East,Y,2025-03-17,70.1063829787234,0.06382978723404255,8
New Clear Water Bay Road Westbound,Fast Lane,02,South,Y,2025-03-17,54.40425531914894,0.48936170212765956,29
New Clear Water Bay Road Westbound,Fast Lane,02,North West,Y,2025-03-17,52.88172043010753,0.5053763440860215,32
New Clear Water Bay Road Westbound,Slow Lane,02,North West,Y,2025-03-17,57.193548387096776,0.8064516129032258,56
New Clear Water Bay Road Westbound,Fast Lane,02,West,Y,2025-03-17,70.56914893617021,0.3404255319148936,51
New Clear Water Bay Road Westbound,Slow Lane,02,West,Y,2025-03-17,66.27659574468085,0.4574468085106383,33
Prince Edward Road Northeastbound,Fast Lane,02,North East,Y,2025-03-17,79.34042553191489,1.4787234042553192,275
Prince Edward Road Northeastbound,Slow Lane,02,North East,Y,2025-03-17,75.0,1.898936170212766,276
Prince Edward Road Northeastbound,Middle Lane,02,North East,Y,2025-03-17,83.11702127659575,1.8404255319148937,143
Prince Edward Road Southeastbound,Fast Lane,02,South West,Y,2025-03-17,85.64893617021276,1.7127659574468086,146
Prince Edward Road Southeastbound,Slow Lane,02,South West,Y,2025-03-17,77.57446808510639,0.5212765957446809,52
Kwun Tong Road Westbound,Fast Lane,02,North West,N,2025-03-17,50.0,0.0,0
Kwun Tong Road Westbound,Middle Lane 1,02,North West,N,2025-03-17,72.0,0.0,1
Kwun Tong Road Westbound,Middle Lane 2,02,North West,N,2025-03-17,54.0,0.0,1
Kwun Tong Road Westbound,Slow Lane,02,North West,N,2025-03-17,50.0,0.0,0
Kwun Tong Road Westbound,Fast Lane,03,North West,N,2025-03-17,50.0,0.0,0
Kwun Tong Road Westbound,Middle Lane 1,03,North West,N,2025-03-17,36.0,1.0,5
Kwun Tong Road Westbound,Middle Lane 2,03,North West,N,2025-03-17,43.5,1.0,5
Kwun Tong Road Westbound,Slow Lane,03,North West,N,2025-03-17,51.0,0.5,3
Kwun Tong Road Westbound,Fast Lane,03,North West,Y,2025-03-17,58.61940298507463,0.5223880597014925,190
Kwun Tong Road Westbound,Middle Lane 1,03,North West,Y,2025-03-17,60.02803738317757,0.48130841121495327,240
Kwun Tong Road Westbound,Middle Lane 2,03,North West,Y,2025-03-17,60.27570093457944,0.4766355140186916,167
Kwun Tong Road Westbound,Slow Lane,03,North West,Y,2025-03-17,58.708955223880594,0.3656716417910448,139
Kwun Tong Road Westbound,Fast Lane,03,North,Y,2025-03-17,75.96296296296296,0.8148148148148148,74
Kwun Tong Road Westbound,Middle Lane,03,North,Y,2025-03-17,72.51851851851852,0.5185185185185185,54
Kwun Tong Road Westbound,Slow Lane,03,North,Y,2025-03-17,69.35185185185185,0.05555555555555555,6
Kwun Tong Road Westbound,Middle Lane 3,03,North West,Y,2025-03-17,71.66666666666667,0.18518518518518517,33
Kwun Tong Road Westbound,Middle Lane 4,03,North West,Y,2025-03-17,75.25925925925925,0.8518518518518519,133
Kwun Tong Road Eastbound,Fast Lane,03,South East,Y,2025-03-17,64.10493827160494,0.7160493827160493,314
Kwun Tong Road Eastbound,Middle Lane,03,South East,Y,2025-03-17,60.635802469135804,1.1049382716049383,181
Kwun Tong Road Eastbound,Slow Lane,03,South East,Y,2025-03-17,59.01851851851852,0.47530864197530864,238
Kwun Tong Road Eastbound,Middle Lane 1,03,South East,Y,2025-03-17,59.425925925925924,0.4382716049382716,125
Kwun Tong Road Eastbound,Middle Lane 2,03,South East,Y,2025-03-17,64.79629629629629,1.3209876543209877,275
Kwun Tong Road Eastbound,Fast Lane,03,South,Y,2025-03-17,71.25925925925925,1.4074074074074074,251
Kwun Tong Road Eastbound,Middle Lane,03,South,Y,2025-03-17,64.03703703703704,0.35185185185185186,103
Kwun Tong Road Eastbound,Slow Lane,03,South,Y,2025-03-17,59.99074074074074,0.1388888888888889,19
New Clear Water Bay Road Eastbound,Fast Lane,03,East,Y,2025-03-17,70.49074074074075,0.12962962962962962,17
New Clear Water Bay Road Eastbound,Middle Lane,03,East,Y,2025-03-17,66.29629629629629,1.2407407407407407,48
New Clear Water Bay Road Eastbound,Slow Lane,03,East,Y,2025-03-17,70.75,0.35185185185185186,20
New Clear Water Bay Road Eastbound,Fast Lane,03,North West,Y,2025-03-17,66.66666666666667,0.35185185185185186,11
New Clear Water Bay Road Eastbound,Slow Lane,03,North West,Y,2025-03-17,66.20370370370371,0.2777777777777778,9
New Clear Water Bay Road Eastbound,Fast Lane,03,South East,Y,2025-03-17,68.37037037037037,0.2962962962962963,13
New Clear Water Bay Road Eastbound,Middle Lane,03,South East,Y,2025-03-17,71.83333333333333,0.9259259259259259,46
New Clear Water Bay Road Eastbound,Slow Lane,03,South East,Y,2025-03-17,69.94444444444444,0.12962962962962962,1
New Clear Water Bay Road Westbound,Fast Lane,03,South,Y,2025-03-17,52.2037037037037,0.42592592592592593,14
New Clear Water Bay Road Westbound,Fast Lane,03,North West,Y,2025-03-17,52.407407407407405,0.35185185185185186,14
New Clear Water Bay Road Westbound,Slow Lane,03,North West,Y,2025-03-17,54.2037037037037,0.7222222222222222,27
New Clear Water Bay Road Westbound,Fast Lane,03,West,Y,2025-03-17,70.54629629629629,0.2777777777777778,25
New Clear Water Bay Road Westbound,Slow Lane,03,West,Y,2025-03-17,65.72222222222223,0.5,22
Prince Edward Road Northeastbound,Fast Lane,03,North East,Y,2025-03-17,76.24074074074075,1.712962962962963,175
Prince Edward Road Northeastbound,Slow Lane,03,North East,Y,2025-03-17,74.54629629629629,1.5648148148148149,134
Prince Edward Road Northeastbound,Middle Lane,03,North East,Y,2025-03-17,85.07407407407408,1.9444444444444444,93
Prince Edward Road Southeastbound,Fast Lane,03,South West,Y,2025-03-17,81.72222222222223,1.5555555555555556,77
Prince Edward Road Southeastbound,Slow Lane,03,South West,Y,2025-03-17,73.22222222222223,0.3888888888888889,21
Kwun Tong Road Westbound,Fast Lane,03,North West,Y,2025-03-17,59.3235294117647,0.40588235294117647,95
Kwun Tong Road Westbound,Middle Lane 1,03,North West,Y,2025-03-17,59.044117647058826,0.5882352941176471,148
Kwun Tong Road Westbound,Middle Lane 2,03,North West,Y,2025-03-17,60.411764705882355,0.5735294117647058,113
Kwun Tong Road Westbound,Slow Lane,03,North West,Y,2025-03-17,59.805882352941175,0.5411764705882353,105
Kwun Tong Road Westbound,Fast Lane,03,North,Y,2025-03-17,73.52941176470588,0.6470588235294118,37
Kwun Tong Road Westbound,Middle Lane,03,North,Y,2025-03-17,70.1470588235294,0.7352941176470589,37
Kwun Tong Road Westbound,Slow Lane,03,North,Y,2025-03-17,68.38235294117646,0.058823529411764705,7
Kwun Tong Road Westbound,Middle Lane 3,03,North West,Y,2025-03-17,71.32352941176471,0.058823529411764705,24
Kwun Tong Road Westbound,Middle Lane 4,03,North West,Y,2025-03-17,73.3529411764706,1.0588235294117647,84
Kwun Tong Road Eastbound,Fast Lane,03,South East,Y,2025-03-17,62.661764705882355,0.5147058823529411,143
Kwun Tong Road Eastbound,Middle Lane,03,South East,Y,2025-03-17,59.07843137254902,0.7941176470588235,89
Kwun Tong Road Eastbound,Slow Lane,03,South East,Y,2025-03-17,58.754901960784316,0.35784313725490197,114
Kwun Tong Road Eastbound,Middle Lane 1,03,South East,Y,2025-03-17,62.34313725490196,0.35294117647058826,61
Kwun Tong Road Eastbound,Middle Lane 2,03,South East,Y,2025-03-17,65.32352941176471,1.0686274509803921,131
Kwun Tong Road Eastbound,Fast Lane,03,South,Y,2025-03-17,69.76470588235294,0.6911764705882353,88
Kwun Tong Road Eastbound,Middle Lane,03,South,Y,2025-03-17,65.08823529411765,0.3088235294117647,46
Kwun Tong Road Eastbound,Slow Lane,03,South,Y,2025-03-17,58.838235294117645,0.36764705882352944,13
New Clear Water Bay Road Eastbound,Fast Lane,03,East,Y,2025-03-17,69.0,0.14705882352941177,10
New Clear Water Bay Road Eastbound,Middle Lane,03,East,Y,2025-03-17,67.97058823529412,1.0,29
New Clear Water Bay Road Eastbound,Slow Lane,03,East,Y,2025-03-17,71.17647058823529,0.3088235294117647,10
New Clear Water Bay Road Eastbound,Fast Lane,03,North West,Y,2025-03-17,65.11764705882354,0.35294117647058826,7
New Clear Water Bay Road Eastbound,Slow Lane,03,North West,Y,2025-03-17,63.73529411764706,0.38235294117647056,8
New Clear Water Bay Road Eastbound,Fast Lane,03,South East,Y,2025-03-17,72.41176470588235,0.11764705882352941,4
New Clear Water Bay Road Eastbound,Middle Lane,03,South East,Y,2025-03-17,74.47058823529412,0.6470588235294118,22
New Clear Water Bay Road Eastbound,Slow Lane,03,South East,Y,2025-03-17,70.0,0.0,0
New Clear Water Bay Road Westbound,Fast Lane,03,South,Y,2025-03-17,54.76470588235294,0.29411764705882354,8
New Clear Water Bay Road Westbound,Fast Lane,03,North West,Y,2025-03-17,52.666666666666664,0.5757575757575758,13
New Clear Water Bay Road Westbound,Slow Lane,03,North West,Y,2025-03-17,55.21212121212121,0.6666666666666666,20
New Clear Water Bay Road Westbound,Fast Lane,03,West,Y,2025-03-17,73.47058823529412,0.23529411764705882,14
New Clear Water Bay Road Westbound,Slow Lane,03,West,Y,2025-03-17,67.44117647058823,0.35294117647058826,11
Prince Edward Road Northeastbound,Fast Lane,03,North East,Y,2025-03-17,72.08823529411765,0.4852941176470588,34
Prince Edward Road Northeastbound,Slow Lane,03,North East,Y,2025-03-17,75.92647058823529,1.1470588235294117,64
Prince Edward Road Northeastbound,Middle Lane,03,North East,Y,2025-03-17,76.67647058823529,0.7647058823529411,28
Prince Edward Road Southeastbound,Fast Lane,03,South West,Y,2025-03-17,83.97058823529412,1.2352941176470589,40
Prince Edward Road Southeastbound,Slow Lane,03,South West,Y,2025-03-17,72.3529411764706,0.17647058823529413,8
Kwun Tong Road Westbound,Fast Lane,04,North West,Y,2025-03-17,58.59090909090909,0.4863636363636364,291
Kwun Tong Road Westbound,Middle Lane 1,04,North West,Y,2025-03-17,59.20170454545455,0.5965909090909091,332
Kwun Tong Road Westbound,Middle Lane 2,04,North West,Y,2025-03-17,60.71306818181818,0.59375,304
Kwun Tong Road Westbound,Slow Lane,04,North West,Y,2025-03-17,58.736363636363635,0.4409090909090909,235
Kwun Tong Road Westbound,Fast Lane,04,North,Y,2025-03-17,76.29545454545455,0.8181818181818182,117
Kwun Tong Road Westbound,Middle Lane,04,North,Y,2025-03-17,71.44318181818181,0.6477272727272727,94
Kwun Tong Road Westbound,Slow Lane,04,North,Y,2025-03-17,68.57954545454545,0.1590909090909091,14
Kwun Tong Road Westbound,Middle Lane 3,04,North West,Y,2025-03-17,70.95454545454545,0.32954545454545453,80
Kwun Tong Road Westbound,Middle Lane 4,04,North West,Y,2025-03-17,73.1590909090909,1.0909090909090908,230
Kwun Tong Road Eastbound,Fast Lane,04,South East,Y,2025-03-17,63.49808429118774,0.6398467432950191,444
Kwun Tong Road Eastbound,Middle Lane,04,South East,Y,2025-03-17,60.875,0.8409090909090909,262
Kwun Tong Road Eastbound,Slow Lane,04,South East,Y,2025-03-17,58.62068965517241,0.47701149425287354,335
Kwun Tong Road Eastbound,Middle Lane 1,04,South East,Y,2025-03-17,60.02325581395349,0.624031007751938,203
Kwun Tong Road Eastbound,Middle Lane 2,04,South East,Y,2025-03-17,63.65503875968992,1.1317829457364341,367
Kwun Tong Road Eastbound,Fast Lane,04,South,Y,2025-03-17,71.56818181818181,1.1647727272727273,320
Kwun Tong Road Eastbound,Middle Lane,04,South,Y,2025-03-17,63.33522727272727,0.3181818181818182,147
Kwun Tong Road Eastbound,Slow Lane,04,South,Y,2025-03-17,59.30681818181818,0.4318181818181818,40
New Clear Water Bay Road Eastbound,Fast Lane,04,East,Y,2025-03-17,69.75568181818181,0.11363636363636363,24
